url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
https://www.zomato.com/bangalore/madeena-hotel-hsr?context=eyJzZSI6eyJlIjpbIjE4NjA0MTU5IiwiMTg5MDExNjciLCIxODQ4OTExNSIsIjUyOTk1IiwxODE0MDc5NSwiMTgyNzUwMjEiLCIxODgxNzIwMyIsIjE4Nzg5NTM1IiwiMTg3MzQ1ODQiLCIxODgxNzIyNiIsIjE4MjMyNjg0IiwiNTgzNTkiLCI1MzQ4NSIsIjU5MjA1IiwiMTg3MTIzOTQiLCIxODgyMjU5MSIsIjE4NDA3OTMzIiwiMTg3MDk2MjQiLCI1Njc3MSIsIjUzNDE2IiwiMTg4NTQyODAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"3 Venkoji Roa Kkhane, Behind Salarpuria Apartment, Mangammapalya Main Road, HSR, Bangalore",Madeena Hotel,Yes,No,3.9/5,236,"+91 8048665361
+91 9738458647",HSR,Quick Bites,Ghee Rice,"North Indian, Mughlai, Biryani",400,Delivery,BTM
https://www.zomato.com/bangalore/ghee-biryanis-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4MTQwNzk1IiwiMTgyNzUwMjEiLCIxODgxNzIwMyIsIjE4Nzg5NTM1IiwxODczNDU4NCwiMTg4MTcyMjYiLCIxODIzMjY4NCIsIjU4MzU5IiwiNTM0ODUiLCI1OTIwNSIsIjE4NzEyMzk0IiwiMTg4MjI1OTEiLCIxODQwNzkzMyIsIjE4NzA5NjI0IiwiNTY3NzEiLCI1MzQxNiIsIjE4ODU0MjgwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"15, 16th Main Road, Tavarekere Road, BTM, Bangalore",Ghee Biryanis,Yes,No,3.4/5,137,+91 9742044034,BTM,"Takeaway, Delivery",Biryani,"Biryani, North Indian",500,Delivery,BTM
https://www.zomato.com/bangalore/krishna-sagar-btm?context=eyJzZSI6eyJlIjpbIjE4ODE3MjI2IiwiMTgyMzI2ODQiLCI1ODM1OSIsIjUzNDg1Iiw1OTIwNSwiMTg3MTIzOTQiLCIxODgyMjU5MSIsIjE4NDA3OTMzIiwiMTg3MDk2MjQiLCI1Njc3MSIsIjUzNDE2IiwiMTg4NTQyODAiLCIxODc0Mjg1MCIsIjE4NDY4ODI3IiwiMTg4Nzc5NTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"77, Near Ayyappa Temple, Hosur Main Road, Madiwala, BTM, Bangalore",Krishna Sagar,Yes,No,3.9/5,52,+91 9844610631,BTM,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese",300,Delivery,BTM
https://www.zomato.com/bangalore/savitha-family-restaurant-koramangala-4th-block?context=eyJzZSI6eyJlIjpbIjE4ODIyNTkxIiwiMTg0MDc5MzMiLCIxODcwOTYyNCIsIjU2NzcxIiw1MzQxNiwiMTg4NTQyODAiLCIxODc0Mjg1MCIsIjE4NDY4ODI3IiwiMTg4Nzc5NTEiLCIxODM2MjQwMyIsIjUzOTEwIiwiMTgzMTM1NDIiLCIxODQzNTY4OCIsIjE4NjI0ODk4IiwiMTg3NDA5NDEiLCIxODQwNzkxOSIsIjE4Nzk2NzQ1IiwiMTg3MzUyMjgiLCI1NzIyNSIsIjE4NzQxMTEyIiwiNTc4OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"72/33, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",Savitha Family Restaurant,Yes,No,4.0/5,196,"080 25505786
080 25500333",Koramangala 4th Block,Quick Bites,"Butter Naan, Tandoori Chicken, Chicken Tikka Masala, Malai Kofta, Biryani, Wheat Paratha, Noodles",North Indian,500,Delivery,BTM
https://www.zomato.com/bangalore/nutri-rich-koramangala-7th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzA5NjI0IiwiNTY3NzEiLCI1MzQxNiIsIjE4ODU0MjgwIiwxODc0Mjg1MCwiMTg0Njg4MjciLCIxODg3Nzk1MSIsIjE4MzYyNDAzIiwiNTM5MTAiLCIxODMxMzU0MiIsIjE4NDM1Njg4IiwiMTg2MjQ4OTgiLCIxODc0MDk0MSIsIjE4NDA3OTE5IiwiMTg3OTY3NDUiLCIxODczNTIyOCIsIjU3MjI1IiwiMTg3NDExMTIiLCI1Nzg5MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"337, 1st B Main Road, Koramangala 7th Block, Bangalore",Nutri Rich,Yes,No,3.8/5,53,+91 8043761506,Koramangala 7th Block,Quick Bites,"Pizza, Spinach Curry, Salad",Healthy Food,350,Delivery,BTM
https://www.zomato.com/bangalore/ashirvaad-grand-btm?context=eyJzZSI6eyJlIjpbIjE4ODU0MjgwIiwiMTg3NDI4NTAiLCIxODQ2ODgyNyIsIjE4ODc3OTUxIiwxODM2MjQwMywiNTM5MTAiLCIxODMxMzU0MiIsIjE4NDM1Njg4IiwiMTg2MjQ4OTgiLCIxODc0MDk0MSIsIjE4NDA3OTE5IiwiMTg3OTY3NDUiLCIxODczNTIyOCIsIjU3MjI1IiwiMTg3NDExMTIiLCI1Nzg5MCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"Makana Tower, Tavarekere Main Road",Ashirvaad Grand,Yes,No,4.0/5,113,"080 26844799
080 26847799",BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala","Chinese, North Indian, South Indian",400,Delivery,BTM
https://www.zomato.com/bangalore/biryani-junction-bommanahalli-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzk2NzQ1IiwiMTg3MzUyMjgiLCI1NzIyNSIsIjE4NzQxMTEyIiw1Nzg5MCwiMTg4MTMwMzAiLCIxODAyMjI5MyIsIjE4NTc5NDcwIiwiNTQyOTciLCI2MTE3MiIsIjE4NTI4MTQzIiwiNTA4NzQiLCIxODY5Njg3OSIsIjE4NjExNjM5IiwiMTg2MzkwNTgiLCIxODcyNDk0OCIsIjE4NDY4ODQ4IiwiNTY0ODciLCIxODU1ODUwOCIsIjE4NzQ1NDMwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"9 Roopenagrahara, Behind Mahendra showroom, Bommanahalli, Bangalore",Biryani Junction,Yes,No,2.3/5,298,"+91 7259100504
+91 7259100489",Bommanahalli,Quick Bites,"Raita, Vegetable Biryani, Biryani Combo","Biryani, North Indian, Chinese",450,Delivery,BTM
https://www.zomato.com/bangalore/aasife-brothers-biriyani-centre-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzM1MjI4IiwiNTcyMjUiLCIxODc0MTExMiIsIjU3ODkwIiwxODgxMzAzMCwiMTgwMjIyOTMiLCIxODU3OTQ3MCIsIjU0Mjk3IiwiNjExNzIiLCIxODUyODE0MyIsIjUwODc0IiwiMTg2OTY4NzkiLCIxODYxMTYzOSIsIjE4NjM5MDU4IiwiMTg3MjQ5NDgiLCIxODQ2ODg0OCIsIjU2NDg3IiwiMTg1NTg1MDgiLCIxODc0NTQzMCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"L 147, Lakshmi Chambers, 5th Main Road, 6th Sector, HSR, Bangalore",Aasife & Brothers Biriyani Centre,Yes,No,3.8/5,120,080 49652512,HSR,Casual Dining,"Biryani, Fried Rice, Fish, Chicken Lollipop","Biryani, North Indian, South Indian, Chinese",600,Delivery,BTM
https://www.zomato.com/bangalore/podi-idly-koramangala-6th-block?context=eyJzZSI6eyJlIjpbIjE4NzQxMTEyIiwiNTc4OTAiLCIxODgxMzAzMCIsIjE4MDIyMjkzIiwxODU3OTQ3MCwiNTQyOTciLCI2MTE3MiIsIjE4NTI4MTQzIiwiNTA4NzQiLCIxODY5Njg3OSIsIjE4NjExNjM5IiwiMTg2MzkwNTgiLCIxODcyNDk0OCIsIjE4NDY4ODQ4IiwiNTY0ODciLCIxODU1ODUwOCIsIjE4NzQ1NDMwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"503, 6th Cross Road, Koramangala 6th Block, Bangalore",Podi Idly,Yes,No,4.3/5,650,080 41330399,Koramangala 6th Block,Quick Bites,"Podi Idli, Masala Dosa, Pongal, Coffee, Mini Idlis, Appam, Raagi Dosa",South Indian,250,Delivery,BTM
https://www.zomato.com/bangalore/grow-fit-1-koramangala-6th-block?context=eyJzZSI6eyJlIjpbIjE4NTI4MTQzIiwiNTA4NzQiLCIxODY5Njg3OSIsIjE4NjExNjM5IiwxODYzOTA1OCwiMTg3MjQ5NDgiLCIxODQ2ODg0OCIsIjU2NDg3IiwiMTg1NTg1MDgiLCIxODc0NTQzMCIsIjYxMzYwIiwiMTg2MjYwMTMiLCI1Nzg2NiIsIjUxOTUyIiwiNjE2NDgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"17, Janaki Plaza, Koramangala 6th Block, Bangalore",Grow Fit,Yes,No,4.0/5,457,080 39658868,Koramangala 6th Block,Delivery,"Pizza, Brownie, Chicken Biryani","Healthy Food, North Indian, Thai",500,Delivery,BTM
https://www.zomato.com/bangalore/vijayalakshmi-veg-jayanagar?context=eyJzZSI6eyJlIjpbIjE4NTU4NTA4IiwiMTg3NDU0MzAiLCI2MTM2MCIsIjE4NjI2MDEzIiw1Nzg2NiwiNTE5NTIiLCI2MTY0OCIsIjE4NzIxMDYzIiwiMTgzODc2NjEiLCIxODc4OTM1NCIsIjE4NzMzOTEwIiwiNTUyMDMiLCIxODM0Mjg3NyIsIjE4NTYzODc1IiwiMTg3Nzc5MjEiLCIxODc3Njg0OSIsIjE4NjUyMDQ2Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"3, Opposite Sagar Hospital, Tilak Nagar, Jayanagar, Bangalore",Vijayalakshmi Veg,Yes,No,3.9/5,97,080 49653105,Jayanagar,Quick Bites,"Vada, Rava Idli, Masala Dosa, Coffee",South Indian,200,Delivery,BTM
https://www.zomato.com/bangalore/hyderabadi-biryani-hub-btm?context=eyJzZSI6eyJlIjpbIjYxMzYwIiwiMTg2MjYwMTMiLCI1Nzg2NiIsIjUxOTUyIiw2MTY0OCwiMTg3MjEwNjMiLCIxODM4NzY2MSIsIjE4Nzg5MzU0IiwiMTg3MzM5MTAiLCI1NTIwMyIsIjE4MzQyODc3IiwiMTg1NjM4NzUiLCIxODc3NzkyMSIsIjE4Nzc2ODQ5IiwiMTg2NTIwNDYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",Hyderabadi Biryani Hub,Yes,No,3.6/5,218,"+91 7259015811
+91 8722620990",BTM,Casual Dining,"Biryani, Raita","Biryani, North Indian, Chinese",600,Delivery,BTM
https://www.zomato.com/bangalore/sangam-sweets-hsr?context=eyJzZSI6eyJlIjpbIjU3ODY2IiwiNTE5NTIiLCI2MTY0OCIsIjE4NzIxMDYzIiwxODM4NzY2MSwiMTg3ODkzNTQiLCIxODczMzkxMCIsIjU1MjAzIiwiMTgzNDI4NzciLCIxODU2Mzg3NSIsIjE4Nzc3OTIxIiwiMTg3NzY4NDkiLCIxODY1MjA0NiIsIjE4ODQ0MzgzIiwiNTQ2MDMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"1090, 18th Cross Road, Sector 3, HSR, Bangalore",Sangam Sweets,Yes,No,3.9/5,148,+91 7022340879,HSR,Sweet Shop,"Pav Bhaji, Chaat, Paratha, Panipuri, Chole Bhature, Dhokla, Dahi Bhalle","Mithai, Street Food",200,Delivery,BTM
https://www.zomato.com/bangalore/dosa-plaza-koramangala-5th-block-bangalore?context=eyJzZSI6eyJlIjpbIjYxNjQ4IiwiMTg3MjEwNjMiLCIxODM4NzY2MSIsIjE4Nzg5MzU0IiwxODczMzkxMCwiNTUyMDMiLCIxODM0Mjg3NyIsIjE4NTYzODc1IiwiMTg3Nzc5MjEiLCIxODc3Njg0OSIsIjE4NjUyMDQ2IiwiMTg4NDQzODMiLCI1NDYwMyIsIjU4NjAwIiwiMTg1MjI5NjciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"125, Jyoti Nivas College Road, KHB Colony, Koramangala 5th Block, Bangalore",Dosa Plaza,Yes,No,3.8/5,139,080 49653350,Koramangala 5th Block,Quick Bites,Masala Dosa,"South Indian, North Indian, Chinese, Beverages",200,Delivery,BTM
https://www.zomato.com/bangalore/sardarji-ka-dhaba-hosur-road-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzIxMDYzIiwiMTgzODc2NjEiLCIxODc4OTM1NCIsIjE4NzMzOTEwIiw1NTIwMywiMTgzNDI4NzciLCIxODU2Mzg3NSIsIjE4Nzc3OTIxIiwiMTg3NzY4NDkiLCIxODY1MjA0NiIsIjE4ODQ0MzgzIiwiNTQ2MDMiLCI1ODYwMCIsIjE4NTIyOTY3IiwiMTg2NDk0MzQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"67/7, 1st Floor, Roopena Agrahara, Opposite Mahindra Showroom, Hosur Road, Bangalore",Sardarji Ka Dhaba,Yes,No,4.0/5,750,"+91 9513530530
+91 9513530530",Hosur Road,Quick Bites,"Lassi, Punjabi Chicken, Paratha, Kadhai Murgh, Butter Naan, Lemon Chicken, Roti",North Indian,250,Delivery,BTM
https://www.zomato.com/bangalore/mustard-cafe-koramangala-3rd-block?context=eyJzZSI6eyJlIjpbIjE4Nzc2ODQ5IiwiMTg2NTIwNDYiLCIxODg0NDM4MyIsIjU0NjAzIiw1ODYwMCwiMTg1MjI5NjciLCIxODY0OTQzNCIsIjE4ODg5MzAxIiwiNTczMzAiLCIxODU1NTE1OCIsIjE4NjQ5NTU4IiwiMTg1MDM3NTUiLCIxODY4NTQ1NSIsIjE4ODM2NjEwIiwiNjA1ODMiLCIxODU3Mjk3MyIsIjE4MjAyOTk0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"1053, 1st Floor, Above Natural's Salon, 80 Feet Road, Koramangala 3rd Block, Bangalore",Mustard Cafe,Yes,No,4.1/5,888,"+91 8040940831
+91 8606621987",Koramangala 3rd Block,Cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian",800,Delivery,BTM
https://www.zomato.com/bangalore/one-in-a-melon-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4NjUyMDQ2IiwiMTg4NDQzODMiLCI1NDYwMyIsIjU4NjAwIiwxODUyMjk2NywiMTg2NDk0MzQiLCIxODg4OTMwMSIsIjU3MzMwIiwiMTg1NTUxNTgiLCIxODY0OTU1OCIsIjE4NTAzNzU1IiwiMTg2ODU0NTUiLCIxODgzNjYxMCIsIjYwNTgzIiwiMTg1NzI5NzMiLCIxODIwMjk5NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"404, 1st Cross, Koramangala 7th Block, Bangalore",ONE IN A MELON,Yes,No,4.1/5,414,+91 7406611666,Koramangala 7th Block,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, Chaat, Paneer Sandwich, Watermelon Juice, Cheese Sandwich","Juices, Healthy Food",300,Delivery,BTM
https://www.zomato.com/bangalore/chaiwala-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4NTIyOTY3IiwiMTg2NDk0MzQiLCIxODg4OTMwMSIsIjU3MzMwIiwxODU1NTE1OCwiMTg2NDk1NTgiLCIxODUwMzc1NSIsIjE4Njg1NDU1IiwiMTg4MzY2MTAiLCI2MDU4MyIsIjE4NTcyOTczIiwiMTgyMDI5OTQiLCIxODg0OTAxNyIsIjE4MzM5MzY3IiwiMTg2NTE0NTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"4, 1st Main, Koramangala 1st Block, Bangalore",Chaiwala,Yes,No,3.1/5,53,+91 8095855997,Koramangala 1st Block,Quick Bites,"Poha, Bread Omelette, Ginger Chai, Ginger Tea",Fast Food,100,Delivery,BTM
https://www.zomato.com/bangalore/arya-hungry-koramangala-7th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjQ5NDM0IiwiMTg4ODkzMDEiLCI1NzMzMCIsIjE4NTU1MTU4IiwxODY0OTU1OCwiMTg1MDM3NTUiLCIxODY4NTQ1NSIsIjE4ODM2NjEwIiwiNjA1ODMiLCIxODU3Mjk3MyIsIjE4MjAyOTk0IiwiMTg4NDkwMTciLCIxODMzOTM2NyIsIjE4NjUxNDU0IiwiMTg1MzE3MTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"234/A, 1st Main, Koramangala 7th Block, Bangalore",Arya Hungry?,Yes,No,4.3/5,277,"+91 7899337350
+91 9538079486",Koramangala 7th Block,Quick Bites,"Kulcha, Chole, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",North Indian,450,Delivery,BTM
https://www.zomato.com/bangalore/khai-khai-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjU3MzMwIiwiMTg1NTUxNTgiLCIxODY0OTU1OCIsIjE4NTAzNzU1IiwxODY4NTQ1NSwiMTg4MzY2MTAiLCI2MDU4MyIsIjE4NTcyOTczIiwiMTgyMDI5OTQiLCIxODg0OTAxNyIsIjE4MzM5MzY3IiwiMTg2NTE0NTQiLCIxODUzMTcxNCIsIjU2MjMxIiwiMTg2NjIwNjAiLCIxODUyMTYzMSIsIjE4NzIwMzYyIiwiMTg3ODExMDUiLCIxODE0MDgyMiIsIjE4NTc3NjcxIiwiMTgxNTg3NzEiLCIxODY3NTMyOCIsIjE4NDQ1Mzc4IiwiMTg2MTgwOTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"19th Main Road, Sector 2, HSR, Bangalore",Khai Khai,Yes,No,3.9/5,50,+91 7619207120,HSR,Quick Bites,"Mutton Kosha, Kosha Mangsho",Bengali,450,Delivery,BTM
https://www.zomato.com/bangalore/paisa-vasool-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4NTAzNzU1IiwiMTg2ODU0NTUiLCIxODgzNjYxMCIsIjYwNTgzIiwxODU3Mjk3MywiMTgyMDI5OTQiLCIxODg0OTAxNyIsIjE4MzM5MzY3IiwiMTg2NTE0NTQiLCIxODUzMTcxNCIsIjU2MjMxIiwiMTg2NjIwNjAiLCIxODUyMTYzMSIsIjE4NzIwMzYyIiwiMTg3ODExMDUiLCIxODE0MDgyMiIsIjE4NTc3NjcxIiwiMTgxNTg3NzEiLCIxODY3NTMyOCIsIjE4NDQ1Mzc4IiwiMTg2MTgwOTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"Opposite SBI Building, Near Oracle Building, Thavarekere Main Road, Koramangala 7th Block, Bangalore",Paisa Vasool,Yes,No,3.3/5,394,+91 9718221004,Koramangala 7th Block,Quick Bites,"Fish Thali, Aloo Paratha",North Indian,400,Delivery,BTM
https://www.zomato.com/bangalore/sharmas-malai-masala-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4ODQ5MDE3IiwiMTgzMzkzNjciLCIxODY1MTQ1NCIsIjE4NTMxNzE0Iiw1NjIzMSwiMTg2NjIwNjAiLCIxODUyMTYzMSIsIjE4NzIwMzYyIiwiMTg3ODExMDUiLCIxODE0MDgyMiIsIjE4NTc3NjcxIiwiMTgxNTg3NzEiLCIxODY3NTMyOCIsIjE4NDQ1Mzc4IiwiMTg2MTgwOTkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"1018, 80 Feet Road, Near Wipro Tech Park, 1st Block, Koramangala 1st Block, Bangalore",Sharma's Malai & Masala,Yes,No,4.0/5,457,"+91 7009006979
080 40926677",Koramangala 1st Block,Casual Dining,"Chicken Biryani, Kulcha, Chicken Chatpata, Panneer Butter Masala, Paneer Lababdar, Tandoori Chicken, Shahi Paneer",North Indian,550,Delivery,BTM
https://www.zomato.com/bangalore/howlin-wolf-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzM5MzY3IiwiMTg2NTE0NTQiLCIxODUzMTcxNCIsIjU2MjMxIiwxODY2MjA2MCwiMTg1MjE2MzEiLCIxODcyMDM2MiIsIjE4NzgxMTA1IiwiMTgxNDA4MjIiLCIxODU3NzY3MSIsIjE4MTU4NzcxIiwiMTg2NzUzMjgiLCIxODQ0NTM3OCIsIjE4NjE4MDk5IiwiMTgzNjk4MTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"170, Sector 7, 9th Main Road, HSR, Bangalore",Howlin Wolf,Yes,No,4.1/5,93,+91 7795839478,HSR,Casual Dining,"Chicken Steak, Burgers, Pizza, Salad, Fries, Garlic Bread, Chicken Nuggets","Italian, Mediterranean, European, Sandwich",700,Delivery,BTM
https://www.zomato.com/bangalore/bubble-bee-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTMxNzE0IiwiNTYyMzEiLCIxODY2MjA2MCIsIjE4NTIxNjMxIiwxODcyMDM2MiwiMTg3ODExMDUiLCIxODE0MDgyMiIsIjE4NTc3NjcxIiwiMTgxNTg3NzEiLCIxODY3NTMyOCIsIjE4NDQ1Mzc4IiwiMTg2MTgwOTkiLCIxODM2OTgxMiIsIjE4NTUzNDI1IiwiMTg4NjkxNzAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"Shop 1, 9th Main, 5th Cross Sector 6, Near Lawrence School, HSR Layout, HSR, Bangalore",Bubble Bee,Yes,No,3.9/5,45,080 49652716,HSR,Dessert Parlor,"Bubble Tea, Waffles, Blueberry Cheesecake","Beverages, Bubble Tea, Desserts",400,Delivery,BTM
https://www.zomato.com/bangalore/hotel-junior-kuppanna-hsr?context=eyJzZSI6eyJlIjpbIjE4NzIwMzYyIiwiMTg3ODExMDUiLCIxODE0MDgyMiIsIjE4NTc3NjcxIiwxODE1ODc3MSwiMTg2NzUzMjgiLCIxODQ0NTM3OCIsIjE4NjE4MDk5IiwiMTgzNjk4MTIiLCIxODU1MzQyNSIsIjE4ODY5MTcwIiwiMTg2NjIyNjkiLCIxODY2ODkwMiIsIjE4NTgxOTMzIiwiMTg3NzUyNTQiLCIxODcxMTEzOCIsIjE4ODQ4NjgyIiwiMTg4NjU4ODUiLCIxODQzOTYyMyIsIjE4NzQ4Njg2IiwiMTg3MjgyMDMiLCIxODcwNzU4NCIsIjE4Njk1NzE0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"155, Lucky Elite, Kumarans R.V. Arcade, 9th Main Road, Opposite Lawrence School, Sector 6, HSR, Bangalore",Hotel Junior Kuppanna,Yes,No,3.1/5,266,+91 8041633030,HSR,Casual Dining,"Chicken Curry, Mutton Biryani, Paratha, Kothu Parotta, Mutton Fry, Pallipalayam Chicken, Chicken Biryani","Chettinad, South Indian",550,Delivery,BTM
https://www.zomato.com/bangalore/cafe-madhura-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzgxMTA1IiwiMTgxNDA4MjIiLCIxODU3NzY3MSIsIjE4MTU4NzcxIiwxODY3NTMyOCwiMTg0NDUzNzgiLCIxODYxODA5OSIsIjE4MzY5ODEyIiwiMTg1NTM0MjUiLCIxODg2OTE3MCIsIjE4NjYyMjY5IiwiMTg2Njg5MDIiLCIxODU4MTkzMyIsIjE4Nzc1MjU0IiwiMTg3MTExMzgiLCIxODg0ODY4MiIsIjE4ODY1ODg1IiwiMTg0Mzk2MjMiLCIxODc0ODY4NiIsIjE4NzI4MjAzIiwiMTg3MDc1ODQiLCIxODY5NTcxNCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQlRNIn19,"521/A, 21st Cross, 19th Main, Near BSR Mantralaya, Sector 3, HSR, Bangalore",Cafe Madhura,Yes,No,3.8/5,59,+91 9886666380,HSR,Quick Bites,"Idli, Coffee, Vada",South Indian,200,Delivery,BTM
https://www.zomato.com/bangalore/hsr-agarval-bhavan-hsr?context=eyJzZSI6eyJlIjpbIjE4Njc1MzI4IiwiMTg0NDUzNzgiLCIxODYxODA5OSIsIjE4MzY5ODEyIiwxODU1MzQyNSwiMTg4NjkxNzAiLCIxODY2MjI2OSIsIjE4NjY4OTAyIiwiMTg1ODE5MzMiLCIxODc3NTI1NCIsIjE4NzExMTM4IiwiMTg4NDg2ODIiLCIxODg2NTg4NSIsIjE4NDM5NjIzIiwiMTg3NDg2ODYiLCIxODcyODIwMyIsIjE4NzA3NTg0IiwiMTg2OTU3MTQiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"291/2, Near Lawrence School, Sector 6, Behind BDA Complex, HSR, Bangalore",HSR Agarval Bhavan,Yes,No,3.2/5,68,+91 9379912345,HSR,Casual Dining,"Tea, Chole Bhature, Kachori","South Indian, Street Food, Fast Food, Desserts, Beverages",400,Delivery,BTM
https://www.zomato.com/bangalore/the-pancake-story-koramangala-1st-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDQ1Mzc4IiwiMTg2MTgwOTkiLCIxODM2OTgxMiIsIjE4NTUzNDI1IiwxODg2OTE3MCwiMTg2NjIyNjkiLCIxODY2ODkwMiIsIjE4NTgxOTMzIiwiMTg3NzUyNTQiLCIxODcxMTEzOCIsIjE4ODQ4NjgyIiwiMTg4NjU4ODUiLCIxODQzOTYyMyIsIjE4NzQ4Njg2IiwiMTg3MjgyMDMiLCIxODcwNzU4NCIsIjE4Njk1NzE0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",The Pancake Story,Yes,No,4.6/5,117,080 49653454,Koramangala 1st Block,Dessert Parlor,"Pancakes, Waffles, Popcorn, Nachos, Tea, Savoury Crepe, Hot Chocolate","Desserts, Beverages",300,Delivery,BTM
https://www.zomato.com/bangalore/vegan-heat-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4NTUzNDI1IiwiMTg4NjkxNzAiLCIxODY2MjI2OSIsIjE4NjY4OTAyIiwxODU4MTkzMywiMTg3NzUyNTQiLCIxODcxMTEzOCIsIjE4ODQ4NjgyIiwiMTg4NjU4ODUiLCIxODQzOTYyMyIsIjE4NzQ4Njg2IiwiMTg3MjgyMDMiLCIxODcwNzU4NCIsIjE4Njk1NzE0IiwiMTg4MDAzNzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"178/10, 3rd B Cross, Venkatapura Main Road, Koramangala 1st Block, Bangalore",Vegan Heat,Yes,No,4.1/5,313,080 48513973,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad",650,Delivery,BTM
